team;event;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR 1;eOPR2
5577;MIAnnArborSkyline;-0.03;0.00;0.65;-0.13;-0.16;0.03;0.11;0.45;;-0.45;0.69;1.20;;1.12;0.33;;-0.44;0.73;1.12;0.45;0.93;-0.05;0.66;0.12;8.35;0.18;8.28;-0.11;10.27;7.44;0.67;3.00;-0.84;0.54;0.36;18.99;2.32;24.28;22.04
5578;Oklahoma;0.00;-0.04;0.28;0.04;0.29;-0.07;0.30;0.46;;-0.29;0.66;0.17;-1.31;0.89;0.62;0.43;-0.05;0.36;0.78;0.54;0.47;0.50;-0.01;-0.01;4.99;0.31;5.03;-0.35;11.69;7.97;0.76;3.30;-0.34;0.64;2.42;19.10;2.10;25.25;23.29
5580;TorontoEast;-0.08;0.10;0.60;-0.07;0.51;-0.05;0.02;0.65;;-0.07;-0.10;-0.10;0.15;0.72;0.12;0.85;0.06;0.08;0.63;0.35;0.06;0.40;0.05;0.03;5.63;-0.10;5.08;0.65;8.19;6.27;0.83;2.09;-1.00;0.35;2.13;15.94;1.76;21.93;14.99
5582;GAStateChampionship;0.05;0.07;1.14;0.22;1.60;-0.02;0.38;0.70;;1.03;0.81;0.83;5.03;0.88;0.72;2.75;0.96;0.68;0.73;0.70;0.06;0.28;-0.12;-0.03;9.46;0.72;7.76;0.98;24.73;14.92;3.37;4.92;1.52;1.08;1.24;35.43;3.76;49.82;42.50
5582;PCHColumbus;0.00;0.08;-0.22;0.28;0.19;0.00;0.09;0.60;;0.74;0.68;-0.01;0.32;-0.33;0.53;;0.51;0.07;-0.20;0.48;0.13;0.12;-0.05;0.13;0.21;-0.03;-0.53;0.77;10.40;7.56;0.95;1.89;0.00;0.38;1.25;11.85;1.46;16.08;13.61
5582;PCHKennesaw;-0.04;-0.04;0.06;-0.06;-0.08;0.03;0.33;0.43;;0.92;0.72;-0.07;-0.83;0.96;0.72;0.38;0.97;0.50;1.13;0.70;0.13;0.34;0.01;0.08;1.23;1.45;0.31;-0.54;23.62;18.48;-0.16;3.94;1.36;0.88;2.09;26.94;3.73;36.02;34.40
5583;St.Louis;0.01;0.02;0.96;0.52;1.45;0.00;0.36;0.86;0.03;0.75;0.71;0.12;-0.89;0.13;1.13;1.16;0.62;0.49;0.40;0.93;-0.01;0.60;0.06;0.20;10.12;0.52;9.31;0.29;19.66;11.87;4.51;3.87;-0.59;0.73;4.00;33.78;3.30;46.58;40.92
5584;Australia;0.00;-0.03;-0.05;-0.03;-0.01;0.00;0.08;0.64;1.14;0.06;-2.74;0.24;0.60;1.67;0.54;1.42;0.60;0.43;0.20;0.58;-0.01;0.03;-0.09;0.01;3.00;1.61;1.65;-0.25;12.64;11.47;-0.24;1.83;-0.42;0.34;0.15;15.79;2.46;21.90;17.46
5585;NewYorkTechValley;0.00;0.03;-0.28;0.17;-0.03;-0.05;0.01;0.67;;0.63;0.18;0.38;-0.39;0.65;0.36;0.66;0.26;0.38;0.44;0.41;0.01;0.21;-0.04;0.13;5.62;1.34;3.96;0.32;8.50;8.83;0.31;-0.70;0.06;-0.14;1.67;15.79;2.16;21.09;14.78
5586;Wisconsin;-0.01;-0.09;1.73;-0.09;1.70;0.10;0.12;0.68;;-0.47;-0.06;0.72;;0.11;0.65;;-0.02;0.52;0.10;0.61;0.54;-0.04;-0.15;-0.17;0.82;-0.38;2.14;-0.95;16.99;8.39;3.03;5.54;0.04;1.11;-1.05;16.76;1.89;26.79;21.49
5587;CHSNorthernVirginia;-0.02;0.00;0.76;0.12;0.82;0.00;0.20;0.52;0.65;1.06;0.26;0.23;0.17;-0.45;0.95;0.89;0.72;0.16;-0.12;0.68;0.09;0.40;0.04;0.14;4.60;0.54;4.19;-0.12;14.46;7.73;2.13;3.80;0.79;0.81;2.73;21.79;1.96;29.25;25.84
5587;CHSDC;0.04;0.00;0.50;-0.08;0.38;-0.02;0.66;0.74;0.12;1.08;0.46;0.80;0.07;1.29;1.17;;1.03;0.66;1.07;0.97;-0.23;0.57;0.08;0.04;8.94;0.14;8.60;0.20;21.19;18.03;0.58;2.58;0.00;0.52;3.07;33.20;4.47;45.56;45.81
5587;CHDistrictChampionship;0.02;-0.09;0.00;-0.41;-0.53;-0.24;0.37;0.67;;0.38;0.74;0.69;;0.21;0.66;;0.53;0.70;0.31;0.67;0.07;0.04;0.05;0.08;7.31;0.35;7.74;-0.77;9.40;10.55;-2.06;3.08;-2.17;0.47;0.60;17.31;2.88;22.88;18.57
5588;PNWAuburnMountainview;-0.01;-0.03;1.32;0.59;1.82;-0.02;0.12;0.69;;0.46;0.89;0.88;;-0.17;0.56;;0.51;0.47;-0.16;0.59;0.41;0.37;0.06;0.01;8.78;0.09;9.04;-0.34;15.31;5.95;5.61;3.92;-0.17;0.77;1.86;25.95;2.09;36.88;27.96
5588;PNWDistrictChampionship;-0.03;0.05;2.06;-0.26;1.78;0.25;0.25;0.67;;0.67;0.67;0.47;;0.50;0.65;;0.65;0.52;0.50;0.65;0.04;0.10;0.03;0.08;8.14;0.61;7.24;0.28;18.94;11.36;2.80;5.68;-0.91;1.08;0.88;27.95;3.00;41.00;39.21
5588;PNWGlacierPeak;0.00;-0.01;1.45;-0.27;1.11;0.00;0.35;0.58;;1.39;0.83;0.38;;0.01;0.59;0.71;1.08;0.57;-0.01;0.59;0.34;-0.08;0.05;0.13;9.46;0.04;9.56;-0.13;15.87;9.22;1.52;5.21;-0.08;1.04;0.28;25.62;2.80;36.09;32.72
5589;TorontoCentral;-0.03;-0.02;0.77;0.31;0.73;-0.03;0.24;0.59;1.10;0.47;;0.72;;0.44;0.65;0.81;0.72;0.69;0.40;0.59;0.07;-0.29;0.30;-0.15;8.64;0.00;9.03;-0.39;16.83;10.47;3.11;2.50;0.75;0.55;-2.21;23.26;3.00;33.02;27.31
5590;FingerLakes;-0.02;-0.23;1.11;-0.53;0.23;-0.01;-0.08;0.29;;0.27;1.33;0.39;;-0.08;0.47;;-0.12;0.54;-0.01;0.38;-0.16;-0.04;0.10;-0.04;3.80;0.66;5.53;-2.39;4.84;2.65;-0.44;1.57;1.06;0.38;-0.38;8.26;1.08;11.68;6.48
5592;Australia;0.00;-0.01;0.11;-0.07;-0.38;0.00;0.26;0.58;2.27;-0.35;-3.10;0.37;-0.04;-0.04;0.52;0.40;-0.04;0.37;0.09;0.60;0.44;0.11;0.41;0.15;1.08;-0.42;1.58;-0.09;6.30;7.20;-0.12;-0.03;-0.75;-0.06;1.33;8.71;1.60;11.52;13.82
5593;Australia;0.00;0.06;0.46;0.18;0.64;0.00;0.48;0.80;0.67;-0.33;3.68;0.64;0.85;0.46;0.90;0.38;0.24;0.48;0.81;0.91;-0.31;0.52;0.06;-0.12;9.41;0.27;8.56;0.58;22.01;11.91;1.83;7.97;0.30;1.61;1.97;33.39;3.24;43.49;42.97
5594;PCHKennesaw;0.00;-0.01;1.21;0.14;1.03;0.04;0.03;0.81;;-0.14;0.43;-0.06;1.08;-0.12;0.17;0.50;-0.16;0.25;0.04;0.29;0.37;0.16;0.31;0.05;1.71;1.45;0.33;-0.07;10.40;5.98;3.11;1.87;-0.56;0.34;1.06;13.16;1.23;19.46;14.73
5594;PCHDalton;0.00;0.00;0.49;-0.14;0.37;-0.01;-0.01;0.52;;-0.33;0.74;0.26;0.39;-0.11;0.19;0.27;-0.32;0.24;0.07;0.41;-0.31;-0.05;-0.03;0.07;-0.06;0.56;-0.62;0.00;5.73;4.87;0.26;0.53;0.07;0.11;0.10;5.77;0.91;9.21;5.33
5595;Wisconsin;-0.11;0.02;-0.75;0.05;-0.74;-0.11;0.10;0.48;;0.74;0.34;0.25;;-0.19;0.06;;0.80;0.47;-0.13;0.30;0.11;0.00;-0.04;0.00;0.51;0.74;0.10;-0.32;6.80;9.56;-1.26;-0.53;-0.97;-0.17;0.01;7.33;1.92;9.81;6.44
5596;TorontoEast;0.09;-0.04;2.72;-0.15;2.44;0.07;0.32;0.68;;0.55;0.58;0.94;-0.41;0.69;0.79;1.05;0.48;0.63;0.59;0.68;0.22;0.19;0.18;0.07;4.55;0.35;4.13;0.06;26.89;13.19;4.71;4.25;4.74;1.17;1.29;32.78;3.05;48.04;40.99
5597;WesternCanada;0.00;0.02;-0.26;-0.84;-1.19;-0.03;-0.03;0.50;-1.83;0.11;-0.39;0.43;-0.80;0.04;0.00;0.67;0.14;0.12;-0.21;0.13;0.33;0.20;0.11;-0.05;1.06;0.17;0.74;0.15;-0.64;3.04;-4.69;-0.37;1.38;0.02;0.74;1.16;0.68;-0.86;-0.30
5599;NewYorkCity;0.01;-0.02;0.85;-0.95;-0.09;-0.02;-0.17;-0.07;;-0.56;;-0.29;9.84;0.37;0.50;12.03;-0.34;0.42;0.17;0.71;1.09;-0.25;-0.04;-0.09;-0.60;1.04;-1.44;-0.20;1.35;5.18;-3.08;0.23;-0.99;-0.02;-1.68;-0.95;0.89;1.01;-4.91
5601;Hawaii;-0.01;0.02;0.28;-0.03;0.27;-0.05;-0.03;0.57;0.33;0.28;0.37;0.46;-0.03;0.30;0.35;0.33;0.45;0.34;0.15;0.38;0.85;0.38;0.00;-0.01;5.63;1.37;4.05;0.22;9.92;7.50;0.43;1.72;0.27;0.36;1.84;17.38;1.91;23.00;15.56
5603;MITraverseCity;0.00;0.00;2.11;0.82;2.98;-0.03;0.45;0.67;0.78;0.56;0.71;0.64;-0.42;0.54;0.80;;0.61;0.78;0.12;0.79;0.08;0.18;-0.05;0.04;6.20;0.11;6.04;0.05;24.51;11.91;8.32;4.24;0.04;0.85;1.10;31.83;2.99;48.61;39.98
5603;MIMidland;0.00;0.01;0.75;-0.41;0.42;-0.02;0.27;0.69;;0.48;0.15;0.74;-5.06;0.39;0.72;;0.38;0.43;0.28;0.71;-0.38;0.08;-0.07;-0.08;5.87;0.45;5.34;0.08;11.85;9.80;-0.55;2.66;-0.06;0.53;-0.02;17.71;2.49;25.27;22.53
5605;Hawaii;0.00;-0.02;0.07;0.45;0.51;-0.03;0.02;0.49;-0.23;0.26;0.60;0.47;-0.15;0.20;0.59;-1.39;0.23;0.52;0.03;0.49;-0.08;-0.04;-0.01;0.00;1.48;-0.32;2.00;-0.20;10.42;7.80;2.38;-0.38;0.62;-0.04;-0.20;11.70;1.76;17.69;11.30
5606;Australia;0.00;-0.03;-0.25;0.66;0.34;0.00;0.08;0.50;-0.05;-0.24;0.10;0.61;-0.48;1.55;0.61;0.55;-0.48;0.74;0.11;0.49;0.12;0.19;0.04;-0.10;5.74;0.73;5.33;-0.32;7.22;4.14;2.79;0.29;-0.01;0.06;0.49;13.44;1.36;17.90;15.08
5607;NCWakeCounty;-0.01;-0.01;0.14;0.03;-0.01;0.00;0.08;0.76;1.36;0.53;0.63;-0.26;0.04;0.71;0.75;;0.99;0.54;0.22;0.65;0.36;-0.04;0.16;0.15;10.52;0.25;10.45;-0.18;14.19;10.59;0.43;3.29;-0.13;0.65;0.57;25.28;3.16;33.17;26.91
5607;NCCampbellUniversity;0.01;0.04;-0.33;-0.33;-0.96;0.01;0.40;0.70;0.55;0.91;0.62;0.93;0.81;0.72;0.76;;0.76;0.79;0.55;0.77;0.21;-0.28;0.34;-0.06;12.94;-0.57;13.11;0.40;13.81;11.28;-2.30;4.52;0.31;0.92;-1.72;25.03;3.57;30.96;33.21
5608;GAStateChampionship;0.00;0.01;-0.22;1.44;0.93;0.00;0.29;0.66;;0.39;0.52;0.77;5.18;0.38;0.72;-2.36;0.39;0.65;0.34;0.70;0.02;0.11;0.29;-0.05;8.86;-0.01;8.79;0.08;27.92;9.36;6.75;1.26;10.54;0.95;0.28;37.06;2.75;46.85;42.92
5608;PCHKennesaw;-0.07;-0.03;-0.07;0.15;-0.01;0.04;0.30;0.46;;0.30;0.77;0.51;0.04;0.95;0.71;0.77;0.39;0.76;0.82;0.62;-0.03;-0.05;0.00;-0.02;6.88;1.09;6.43;-0.64;16.68;11.99;0.64;2.75;1.29;0.64;-0.39;23.17;3.04;30.75;30.01
5608;PCHDalton;0.00;0.00;-0.33;0.31;-0.10;-0.01;0.35;0.54;;0.56;0.64;0.50;1.24;1.33;0.69;0.59;0.11;0.59;1.01;0.64;-0.26;0.62;0.09;0.00;0.33;-0.40;0.73;0.00;19.30;14.03;0.91;4.51;-0.15;0.89;3.06;22.69;2.88;29.56;29.41
5610;MIWestMI;0.01;0.00;2.70;0.63;3.35;0.18;0.26;0.43;1.13;0.78;0.68;0.73;;1.09;0.74;0.60;0.73;0.61;0.63;0.73;-0.10;0.58;-0.01;-0.02;7.30;0.51;6.77;0.02;25.88;12.29;8.53;6.10;-1.05;1.15;2.81;35.99;3.14;54.30;45.69
5610;MISt.Joseph;0.00;-0.02;1.43;-0.09;1.20;-0.04;0.31;0.71;-0.29;0.04;0.57;0.88;;1.05;0.74;0.72;0.02;0.80;0.63;0.79;0.17;0.19;0.12;-0.07;1.85;1.63;0.49;-0.27;20.49;14.52;2.41;3.99;-0.43;0.77;0.63;22.96;2.95;34.08;28.29
5611;Oklahoma;0.00;-0.01;0.87;0.01;0.87;-0.02;-0.04;-0.01;;0.47;0.17;0.77;0.28;-0.09;0.82;0.58;0.41;0.39;-0.08;0.64;-0.27;0.00;0.00;0.11;1.16;1.03;0.19;-0.07;9.12;6.62;1.76;0.18;0.56;0.07;0.57;10.85;1.34;16.91;9.51
5612;MIMarysville;-0.06;0.02;2.03;0.05;1.91;-0.03;0.20;0.71;;0.39;0.78;0.62;0.42;-0.03;0.55;0.67;0.43;0.65;0.15;0.68;0.18;0.24;0.13;-0.03;8.24;0.62;7.68;-0.06;16.62;9.32;4.31;3.59;-0.59;0.68;1.01;25.87;2.63;38.43;29.03
5612;MIKetteringUniversity1;-0.01;0.00;0.68;-0.28;0.32;-0.01;0.41;0.53;0.90;0.04;0.88;0.52;-0.46;0.76;0.72;0.78;0.52;0.77;0.37;0.82;0.25;-0.31;0.07;0.07;8.20;0.37;7.88;-0.04;14.19;11.07;-0.04;2.35;0.81;0.52;-1.22;21.17;3.00;29.66;29.20
5613;ArizonaNorth;-0.04;0.06;0.29;0.05;0.12;-0.03;0.34;0.80;;-0.05;-0.14;0.68;0.72;0.55;0.71;0.51;0.25;0.61;0.35;0.70;0.30;0.04;0.24;0.05;7.32;0.51;6.40;0.41;14.65;10.36;0.83;3.22;0.24;0.66;0.46;22.44;2.71;29.59;28.52
5613;HubCity;0.00;-0.02;0.02;0.22;0.10;0.17;0.37;0.45;;0.78;0.54;0.73;;1.35;0.73;1.17;0.76;0.87;0.98;0.77;0.17;0.11;0.11;-0.04;9.59;-0.18;10.03;-0.26;21.31;14.11;1.14;5.81;0.25;1.18;0.35;31.26;3.82;41.13;42.87
5614;Israel;0.00;-0.02;0.35;-0.19;0.22;-0.02;0.43;0.71;;0.75;1.19;0.43;0.24;0.99;0.79;;0.75;0.63;0.84;0.78;0.00;0.47;-0.08;-0.08;7.45;0.22;7.45;-0.22;18.49;14.87;-0.24;4.13;-0.27;0.81;1.94;27.88;3.72;37.85;35.97
5616;Orlando;0.00;-0.08;1.11;-0.24;0.64;-0.04;0.38;0.45;;0.00;0.10;0.41;;0.91;0.55;;0.08;0.65;0.86;0.64;-0.30;-0.06;0.16;-0.05;1.44;0.65;1.61;-0.82;15.65;12.56;1.04;1.15;0.90;0.29;-0.56;16.54;2.67;25.21;23.29
5618;Montreal;-0.03;0.00;3.72;-0.01;3.72;0.32;0.64;0.61;;0.89;;0.73;-0.43;1.11;1.17;-2.88;0.71;0.72;0.80;0.90;0.73;0.65;-0.04;0.02;9.76;0.23;9.71;-0.17;26.43;13.89;7.39;6.07;-0.91;1.15;3.35;39.54;3.75;60.53;60.25
5619;MITroy;0.00;0.04;0.23;0.22;0.40;-0.02;0.09;0.64;0.84;0.16;1.15;0.81;-0.20;-0.57;0.71;0.67;0.27;0.75;-0.14;0.61;0.82;-0.23;0.08;0.02;3.47;1.33;1.74;0.40;16.85;9.79;1.54;3.12;2.40;0.78;-1.06;19.26;2.13;25.86;20.56
5619;MISouthfield;0.00;-0.01;-0.19;-0.16;-0.31;0.00;0.07;0.66;0.00;-0.06;0.25;0.48;2.08;-0.19;0.09;0.34;0.12;0.55;-0.09;0.12;0.20;-0.02;-0.05;-0.05;-1.74;-0.22;-1.45;-0.08;8.61;9.37;-1.19;1.56;-1.13;0.24;-0.38;6.49;1.73;9.85;7.82
5621;Oklahoma;0.00;0.08;0.16;0.55;0.78;0.13;-0.11;0.74;;0.68;-0.39;0.20;1.00;-0.61;0.10;0.63;0.75;0.08;-0.52;0.47;0.64;-0.15;0.01;0.01;2.85;-0.02;2.12;0.75;12.19;6.54;3.09;1.90;0.66;0.42;-0.69;14.35;1.52;20.60;15.43
5622;MIEastKentwood;0.01;0.21;0.12;0.17;0.48;-0.01;0.15;0.69;;0.35;0.68;0.34;;0.18;0.60;0.67;0.53;0.60;0.21;0.51;0.39;0.26;0.04;0.08;9.02;-0.10;6.98;2.15;13.67;9.18;1.11;3.11;0.26;0.64;1.70;24.39;2.53;32.22;27.21
5622;MISt.Joseph;-0.01;0.13;0.15;0.04;0.20;-0.03;0.06;0.68;0.70;-0.15;0.41;0.27;;0.13;0.58;0.45;0.01;0.25;0.19;0.48;0.21;-0.06;0.12;-0.03;7.11;1.12;4.70;1.29;8.73;5.68;0.50;3.00;-0.45;0.57;-0.44;15.41;1.61;20.04;15.80
5623;MILansing;-0.04;0.00;0.29;0.33;0.62;0.07;0.46;0.76;;0.70;0.54;0.75;;0.41;0.83;;0.71;0.79;0.36;0.79;-0.01;0.17;-0.04;0.14;6.10;0.47;5.82;-0.18;21.38;14.12;2.23;5.67;-0.64;1.09;1.55;29.03;3.40;39.49;40.03
5623;MICenterLine;0.00;-0.04;-0.18;-0.29;-0.52;-0.01;0.01;0.61;;-0.02;0.50;0.20;;0.12;0.98;0.51;0.23;0.39;0.21;0.69;-0.13;0.44;0.02;0.09;8.17;0.63;7.96;-0.42;10.15;6.69;-1.79;2.35;2.90;0.66;2.67;21.00;2.13;24.69;20.90
5624;MARBridgewaterRaritan;-0.03;-0.02;6.05;0.09;6.11;0.28;0.07;0.72;;0.36;0.29;0.69;;-0.08;0.65;26.13;0.38;0.66;-0.14;0.70;0.01;0.27;-0.01;0.09;7.63;1.04;6.90;-0.31;25.49;8.11;12.55;4.54;0.30;0.93;1.81;34.94;2.31;59.80;43.46
5624;MARDistrictChampionship;-0.05;-0.14;3.87;-0.24;3.45;0.18;0.19;0.72;;0.43;0.22;0.68;;0.48;0.66;;0.28;0.53;0.53;0.65;0.05;-0.08;-0.01;-0.12;2.92;0.76;3.84;-1.68;24.22;11.68;6.56;5.28;0.70;1.10;-1.01;26.14;2.72;43.72;34.44
5624;MARMt.Olive;0.00;0.01;1.67;0.26;1.77;0.15;0.10;0.83;;0.07;0.78;1.08;;0.68;0.42;;0.10;0.77;0.76;0.54;0.18;1.11;0.17;0.16;9.07;-0.12;9.12;0.08;17.39;10.37;4.66;3.39;-1.03;0.61;6.31;32.77;2.99;45.76;38.41
5625;Hawaii;0.00;0.06;-0.58;0.16;-0.34;0.00;-0.15;0.21;-0.07;0.13;0.37;0.66;-0.05;-0.48;-0.11;0.83;-0.22;0.36;-0.04;-0.06;0.36;-0.02;-0.02;0.08;0.96;-0.34;0.73;0.56;-1.53;0.84;-0.36;-1.46;-0.55;-0.33;0.29;-0.28;0.24;-0.75;-3.18
5626;MinnesotaNorthStar;0.00;-0.09;1.49;0.96;2.27;0.29;0.58;0.67;;0.75;0.75;0.48;;-0.01;0.86;;0.77;0.96;-0.19;0.74;0.51;-0.19;0.09;-0.06;6.21;0.13;6.99;-0.91;25.91;11.21;7.80;6.23;0.67;1.29;-1.24;30.87;2.94;45.33;49.81
5627;SanDiego;-0.03;0.04;0.19;-0.68;-0.44;0.01;0.10;0.38;-0.57;0.71;1.01;0.40;0.00;0.18;0.31;0.65;-0.22;0.71;0.35;0.39;0.42;0.24;-0.04;-0.05;3.65;1.17;2.28;0.19;7.19;6.89;-3.01;3.42;-0.10;0.68;0.94;11.78;1.61;14.41;10.47
5628;Orlando;-0.04;-0.05;-0.37;0.19;-0.48;-0.02;-0.07;0.57;;0.01;0.89;-0.05;;0.20;0.32;;0.02;0.30;0.17;0.35;1.07;0.66;0.21;-0.03;-0.25;-0.29;0.77;-0.73;8.80;6.62;0.23;-0.10;2.05;0.12;3.13;11.67;1.40;13.66;9.87
5630;WesternCanada;0.00;-0.11;0.55;1.31;1.81;0.00;0.21;0.59;3.23;0.73;0.73;0.32;3.20;0.26;0.22;0.67;0.64;0.45;0.16;0.52;-0.13;0.32;-0.05;-0.11;0.60;1.28;0.41;-1.10;24.20;11.61;7.66;4.63;0.29;0.95;1.04;25.83;2.36;37.38;30.15
5631;Waterloo;-0.05;0.53;0.49;0.97;1.91;0.09;0.06;0.61;;0.24;0.54;0.67;;-0.36;0.63;0.67;0.29;0.64;-0.20;0.61;-0.14;0.17;0.04;0.05;12.30;0.40;6.78;5.12;14.30;6.37;5.84;1.48;0.61;0.34;1.11;27.70;1.95;38.54;31.20
5632;PCHKennesaw;-0.08;0.03;1.98;0.00;1.94;0.01;0.44;0.72;;0.43;0.88;0.71;0.40;0.99;0.78;0.79;0.59;0.77;0.71;0.75;-0.05;-0.16;-0.01;0.19;8.80;0.52;8.37;-0.09;21.37;13.49;3.98;4.71;-0.80;0.89;0.15;30.32;3.54;45.24;39.32
5632;GAStateChampionship;-0.03;-0.02;1.56;-0.01;1.35;0.07;0.40;0.68;;0.92;0.58;0.69;11.09;1.01;0.55;-6.04;0.89;0.68;0.44;0.53;0.03;0.47;0.15;-0.09;11.41;-0.27;12.06;-0.38;17.66;10.06;3.09;3.81;0.71;0.81;1.91;30.98;3.22;43.25;40.68
5632;PCHDalton;0.00;0.00;0.45;0.17;0.63;-0.01;0.65;0.78;;1.54;0.66;0.51;0.34;1.18;0.90;1.00;1.41;0.76;0.70;0.82;0.58;0.06;-0.01;-0.02;8.70;0.64;8.06;0.00;25.72;18.33;1.73;5.92;-0.25;1.17;0.19;34.61;4.47;47.75;47.54
5633;NEPineTree;0.00;0.04;1.96;0.21;2.26;0.17;0.28;0.71;0.44;0.32;0.31;0.74;;-0.04;0.71;0.94;0.27;0.69;-0.08;0.70;0.24;0.08;-0.05;0.23;8.87;0.83;7.66;0.38;17.09;7.58;4.97;4.89;-0.35;0.95;1.52;27.48;2.28;40.25;37.31
5633;NEUNH;0.00;-0.08;0.53;0.56;0.89;0.10;0.10;0.52;;0.32;0.57;0.34;;0.13;0.69;0.33;0.34;0.38;0.30;0.55;0.99;-0.33;0.12;0.09;2.16;-0.12;3.08;-0.80;15.41;8.87;3.83;3.44;-0.74;0.64;-1.17;16.39;2.08;24.37;20.84
5634;OrangeCounty;0.00;0.04;-0.20;0.06;-0.11;-0.05;0.25;0.75;;0.13;0.51;0.85;;0.02;0.66;;0.22;0.78;0.00;0.67;-0.06;0.24;0.01;-0.02;5.77;-0.31;5.66;0.41;11.56;9.28;-0.13;2.05;0.35;0.43;1.10;18.43;2.42;24.13;22.12
5635;Israel;0.00;0.09;-0.10;-0.43;-0.37;0.02;0.09;0.52;;-0.54;0.99;0.99;0.18;0.39;0.70;;0.00;0.95;-0.07;0.68;-0.26;-0.03;-0.07;0.05;5.14;1.36;2.90;0.87;10.36;8.90;-2.34;2.74;1.05;0.62;0.07;15.57;2.07;19.57;17.77
5636;Israel;0.00;0.06;0.18;-0.35;0.03;-0.06;0.09;0.79;;0.86;0.05;0.07;0.81;-0.04;0.72;;0.48;0.25;0.16;0.71;0.56;-0.09;-0.13;0.20;10.98;0.22;10.12;0.65;7.05;6.83;-1.36;1.89;-0.32;0.36;0.57;18.60;2.38;24.65;18.91
5637;Minnesota10000Lakes;-0.03;-0.09;-0.48;0.42;-0.20;0.03;0.13;0.54;;0.27;0.32;0.44;;0.31;0.03;-160.25;0.50;0.50;0.02;0.22;0.30;-0.17;0.01;0.01;0.45;-0.53;2.05;-1.07;10.33;7.95;1.13;2.52;-1.27;0.42;-0.78;10.00;1.79;13.87;13.23
5638;NorthernLights;0.00;-0.02;1.30;0.09;1.36;0.00;0.07;0.99;1.62;-0.18;;0.60;;0.39;0.42;;-0.03;0.64;0.41;0.52;-0.02;-0.08;0.01;-0.02;8.91;0.28;8.86;-0.23;15.38;8.25;3.07;4.10;-0.05;0.82;-0.49;23.79;2.54;34.39;25.24
5639;Alamo;0.00;0.19;1.58;0.33;2.10;-0.04;0.18;0.72;-6.31;0.40;0.71;0.75;-3.75;0.15;0.69;-5.50;0.50;0.56;-0.15;0.50;-0.01;0.25;-0.01;-0.11;8.66;0.62;6.18;1.86;15.68;7.51;4.80;2.54;0.84;0.56;0.71;25.07;2.12;36.93;27.57
5641;MIKetteringUniversity1;0.00;0.00;0.04;0.40;0.45;-0.01;0.17;0.42;0.75;0.04;0.74;0.61;0.40;0.72;0.87;0.86;0.28;0.58;0.48;0.78;0.73;0.11;0.00;-0.02;1.34;0.81;0.52;0.00;16.10;12.21;2.09;2.33;-0.53;0.43;0.46;17.90;2.49;25.53;21.02
5641;MIHowell;0.02;-0.02;0.11;-0.30;0.00;-0.14;0.12;0.63;;0.61;-0.06;0.85;;0.44;0.31;0.67;0.34;0.41;0.47;0.37;0.17;-0.13;-0.19;-0.08;5.57;0.79;4.92;-0.14;11.85;8.70;-1.26;2.43;1.97;0.62;-1.03;16.38;2.23;21.95;15.18
5642;MITroy;0.00;0.06;0.35;-0.20;0.20;-0.07;0.18;0.76;-0.57;0.25;0.69;0.29;-0.43;-0.11;0.74;0.67;0.16;0.36;0.22;0.69;0.49;0.22;0.00;-0.01;8.37;0.52;7.25;0.61;14.02;7.34;-0.33;6.93;0.08;1.39;1.07;23.46;2.19;29.57;25.30
5642;MICenterLine;-0.03;0.01;0.21;-0.03;0.15;-0.02;0.14;0.81;;0.41;0.34;0.50;;0.02;0.50;0.55;0.46;0.54;0.08;0.56;0.82;0.11;0.01;0.05;8.75;-0.14;8.98;-0.10;9.91;7.76;0.28;3.06;-1.19;0.53;0.79;19.45;2.45;26.06;21.93
5646;Orlando;0.02;-0.17;1.61;0.14;1.72;0.03;0.04;0.45;;0.13;0.54;0.22;;0.39;0.21;;0.28;0.40;0.03;0.29;0.41;-0.27;-0.12;0.16;-0.21;2.04;-0.67;-1.58;11.10;7.63;3.92;1.35;-1.79;0.15;-0.55;10.34;1.46;19.38;11.85
5647;LosAngeles;0.00;0.08;0.81;0.54;1.28;0.01;-0.19;0.70;-0.04;0.29;-0.79;0.44;-2.68;-0.21;0.69;;-0.07;-0.20;0.01;0.63;0.24;0.71;0.15;0.02;4.00;0.22;2.94;0.84;6.35;3.87;4.32;-1.62;-0.22;-0.34;3.62;13.96;1.07;20.64;10.37
5648;Australia;0.00;0.00;-0.17;0.12;0.03;0.00;-0.22;0.74;-0.46;-0.53;-3.74;1.10;-0.11;-0.56;0.64;0.56;-0.29;0.58;-0.35;0.72;0.72;0.25;-0.07;-0.01;2.02;-0.46;2.47;0.01;7.81;5.84;0.27;1.36;0.35;0.29;1.21;11.05;1.41;14.67;6.67
