team;best event;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR 1;eOPR2
3303;SiliconValley;0.00;0.14;1.58;0.14;1.70;-0.03;0.32;0.69;;0.80;;0.77;;-0.16;0.56;;0.83;0.76;-0.22;0.67;0.03;0.05;0.16;0.24;10.11;0.07;8.66;1.38;18.24;9.33;3.87;4.23;0.82;0.90;1.47;29.82;2.73;41.96;35.36
3309;OrangeCounty;0.00;0.45;-0.10;5.00;5.37;0.38;0.47;0.72;;1.05;1.33;0.98;;-0.35;0.88;;0.96;0.98;-0.26;0.83;-0.06;0.82;-0.02;-0.02;15.29;-0.23;11.01;4.51;43.57;10.61;24.79;4.32;3.85;1.12;4.04;62.89;3.22;87.73;81.88
3310;HubCity;0.00;0.33;0.39;4.90;5.45;0.31;0.57;0.69;;0.92;0.73;0.87;;0.12;0.62;1.01;0.97;0.79;0.06;0.79;-0.34;0.75;0.17;-0.09;12.89;0.39;9.18;3.33;42.86;11.91;25.29;5.76;-0.11;1.15;3.27;59.02;3.30;84.31;78.11
3314;MARDistrictChampionship;0.01;0.56;-1.39;4.89;4.08;0.37;0.31;0.71;;0.56;0.69;0.41;;0.46;0.71;;0.54;0.51;0.28;0.69;-0.20;0.43;0.00;-0.04;11.18;0.03;5.48;5.67;39.91;10.86;21.68;3.95;3.41;1.02;1.93;53.02;2.72;72.58;68.65
3324;QueenCity;0.00;-0.24;2.73;0.30;2.75;0.10;0.25;0.63;;0.59;0.59;0.90;;0.42;0.50;-9078987658568960.00;0.82;0.58;0.42;0.50;0.44;0.53;0.05;-0.03;9.34;0.23;11.46;-2.35;20.62;9.05;6.97;3.53;1.08;0.78;2.49;32.45;2.96;48.44;40.13
3339;Israel;0.00;0.46;-0.03;1.26;1.81;0.20;0.58;0.71;;1.06;0.39;0.82;0.40;-0.35;0.82;;1.11;0.70;-0.01;0.84;0.23;1.27;-0.12;-0.03;14.08;-0.21;9.68;4.61;21.81;11.89;6.23;5.26;-1.56;0.95;6.19;42.08;3.35;56.11;58.87
3352;CentralIllinois;-0.03;-0.17;1.42;0.29;1.51;0.06;0.33;0.79;1.96;0.31;0.44;0.72;;0.66;0.54;0.78;0.16;0.53;0.87;0.54;0.03;-0.05;0.00;0.00;-2.22;0.08;-0.46;-1.84;25.11;14.68;4.27;7.31;-1.15;1.39;-0.25;22.63;2.89;34.57;30.80
3357;MIEastKentwood;-0.02;0.27;0.47;4.27;5.14;0.23;0.52;0.67;;0.93;0.88;0.60;;-0.10;0.86;0.91;0.85;0.78;-0.02;0.73;0.06;0.19;-0.14;0.03;11.96;0.41;8.92;2.63;39.83;10.57;22.32;5.77;1.18;1.23;1.08;52.87;3.01;76.45;69.04
3360;Montreal;0.00;0.00;3.67;-0.51;3.17;0.04;0.60;0.73;;1.27;;0.53;0.18;-0.81;0.95;-73.00;1.14;0.58;-0.17;1.00;0.69;0.86;-0.01;0.34;9.67;0.18;9.50;-0.01;26.00;11.67;4.78;3.54;6.02;1.11;6.02;41.68;3.28;59.80;54.78
3374;Utah;0.06;0.00;0.70;0.06;0.55;-0.02;0.48;0.74;;0.94;1.00;0.74;;0.16;0.94;;0.94;0.87;0.20;0.92;0.17;0.17;0.26;0.13;5.21;0.33;4.58;0.31;22.79;16.06;1.69;4.90;0.14;0.99;1.48;29.49;3.67;40.39;38.74
3389;CHDistrictChampionship;0.12;-0.01;2.56;0.70;3.53;0.30;0.38;0.68;;0.79;0.70;0.67;;0.50;0.72;;0.78;0.69;0.52;0.71;0.02;-0.10;-0.16;-0.10;9.12;0.46;8.14;0.52;27.89;12.88;8.62;5.27;1.12;1.13;-0.97;36.04;3.39;55.55;51.04
3414;MIStateChampionship;-0.02;0.42;1.39;0.47;2.11;0.04;0.34;0.66;;0.68;0.74;0.65;;-0.01;0.66;0.77;0.54;0.68;-0.06;0.67;0.10;0.43;0.15;0.03;12.65;0.56;8.02;4.07;19.51;8.43;5.16;3.89;2.03;0.91;2.33;34.49;2.49;47.31;42.25
3419;NewYorkCity;0.02;0.05;0.01;1.92;1.99;0.01;0.41;0.70;;-0.26;;1.03;3.31;1.23;1.65;9.63;-0.15;1.01;1.20;1.15;-0.10;0.41;0.01;0.10;7.14;0.66;5.86;0.61;32.23;16.64;9.63;4.94;1.02;1.06;2.53;41.77;3.91;57.79;50.38
3452;MIAnnArborSkyline;-0.03;0.00;0.34;3.26;3.58;0.22;0.34;0.65;;0.51;0.82;0.26;;0.59;0.76;;0.73;0.52;0.60;0.75;0.33;0.60;-0.01;0.48;9.72;0.02;9.85;-0.15;33.46;11.32;16.99;4.71;0.45;0.97;5.40;48.58;3.25;67.88;61.02
3476;OrangeCounty;0.00;0.75;0.06;5.60;6.44;0.46;0.27;0.35;;1.29;0.84;1.28;;0.37;0.67;;0.54;0.88;0.41;0.70;0.60;-0.17;-0.03;-0.02;14.26;0.12;6.67;7.47;45.47;11.11;28.13;4.92;1.32;1.07;-0.96;58.77;2.89;86.11;75.61
3478;MexicoCity;0.00;0.00;0.05;0.37;0.46;0.00;0.29;0.77;1.42;-0.04;1.93;0.42;1.20;0.38;0.50;;0.66;0.54;0.74;0.55;0.05;0.40;-0.05;-0.06;6.75;0.51;6.24;0.00;21.57;13.15;1.93;1.28;5.21;0.60;1.68;30.00;3.25;39.59;35.80
3481;HubCity;0.09;0.18;-0.03;3.39;3.70;-0.04;0.31;0.10;;0.57;1.37;0.92;;0.31;1.16;0.78;0.55;0.85;0.51;0.79;-0.26;0.22;-0.07;0.25;10.16;0.24;7.66;2.26;30.02;10.12;16.90;2.82;0.16;0.58;2.33;42.50;2.79;61.04;47.55
3490;Palmetto;0.02;0.01;1.26;0.48;1.65;0.00;0.40;0.89;2.03;0.84;1.23;;1.38;-0.28;0.53;-3.37;0.92;0.87;0.08;0.26;-0.05;-0.29;0.11;0.79;9.37;-0.27;9.47;0.17;19.29;10.45;4.90;4.60;-0.67;0.88;2.50;31.15;3.04;43.92;39.15
3504;QueenCity;0.02;-0.05;3.43;-0.30;3.14;0.24;0.32;0.87;;0.47;0.49;0.31;;0.98;0.72;16523559174608300.00;0.76;0.71;0.53;0.72;0.06;-0.23;-0.03;-0.02;12.65;-0.59;13.62;-0.39;23.80;11.11;5.36;4.46;2.87;1.08;-1.25;35.20;3.58;53.97;47.70
3506;NCStateChampionship;0.08;0.06;3.23;0.32;3.75;0.25;0.43;0.71;0.71;0.39;0.82;0.78;;0.20;0.63;;0.54;0.74;0.20;0.68;0.00;-0.02;-0.06;-0.03;9.16;0.40;7.76;0.99;31.70;10.54;8.06;2.29;10.82;1.18;-0.20;40.65;2.88;59.58;55.48
3527;MexicoCity;0.00;0.00;0.57;0.06;0.52;0.00;0.20;0.18;0.50;0.39;0.30;0.60;0.73;1.61;0.21;;0.59;0.69;0.75;0.39;-0.01;-0.10;0.11;0.01;3.07;0.99;2.08;0.00;17.29;11.98;1.46;3.95;-0.10;0.78;-0.45;19.91;2.60;28.05;23.88
3533;Montreal;-0.02;0.01;0.32;1.33;1.81;-0.02;-0.17;0.27;;-0.44;;0.84;0.28;0.06;0.65;15.25;-0.48;0.84;0.06;0.62;0.07;0.92;-0.16;0.07;6.01;0.03;5.96;0.02;14.73;3.54;7.30;3.00;0.88;0.66;4.94;25.67;1.30;34.58;21.71
3534;MIMarysville;0.01;0.02;4.42;-0.14;4.20;0.29;0.35;0.64;;1.05;0.56;0.68;-0.36;0.15;0.57;0.67;1.07;0.65;-0.08;0.62;0.09;0.25;0.12;-0.01;3.21;1.99;0.90;0.32;37.02;14.05;8.15;1.78;13.05;1.23;1.20;41.44;2.90;61.81;55.81
3536;MIAnnArborSkyline;0.00;0.56;-0.22;2.31;2.44;0.03;-0.04;0.75;;0.93;0.72;0.88;;-0.54;0.35;;0.75;0.69;-0.44;0.40;0.46;1.09;0.20;0.10;12.26;0.37;6.28;5.61;22.05;7.57;11.08;2.82;0.58;0.60;5.96;40.27;2.14;53.24;40.19
3538;MIMidland;0.00;-0.01;-0.28;2.56;2.30;0.06;0.32;0.70;;0.18;0.73;0.42;13.53;0.36;0.62;;0.18;0.60;0.49;0.68;0.28;-0.06;-0.02;0.30;7.82;-0.10;7.97;-0.06;27.74;9.24;12.26;3.63;2.62;0.90;1.16;36.72;2.64;50.52;44.42
3539;MITroy;0.00;-0.03;-0.61;3.97;3.15;0.13;0.30;0.69;0.24;0.93;0.77;0.48;0.03;0.14;0.34;0.67;0.99;0.53;0.07;0.47;0.03;0.17;0.18;0.00;8.26;0.67;7.88;-0.29;33.57;9.83;18.66;2.57;2.52;0.68;0.86;42.70;2.75;59.43;51.89
3546;MIStateChampionship;0.71;0.06;2.39;1.02;4.20;0.27;0.34;0.68;;0.68;0.68;0.65;;1.22;0.72;0.42;0.74;0.67;1.03;0.54;0.26;0.38;-0.03;0.07;15.47;-0.17;11.54;4.10;27.45;12.49;9.88;5.10;-0.02;1.02;2.29;45.21;3.65;67.48;58.70
3548;MILivonia;-0.01;0.03;3.55;0.06;3.60;-0.05;0.60;0.67;;1.11;0.93;0.80;;0.03;0.77;0.67;1.09;0.90;-0.14;0.76;-0.14;0.39;0.04;0.23;10.73;0.24;10.19;0.29;24.61;11.29;7.41;4.46;1.45;0.99;3.07;38.41;3.28;57.86;49.09
3560;Waterloo;0.02;0.07;0.76;-0.73;0.16;0.05;0.22;0.72;;-0.05;1.08;0.58;;0.63;0.74;0.67;-0.01;0.62;0.54;0.73;1.21;0.40;-0.04;-0.05;7.44;0.47;6.20;0.78;10.16;9.85;-2.10;2.58;-0.17;0.50;1.73;19.33;2.59;26.32;25.11
3562;Idaho;0.05;0.07;1.14;-0.03;1.25;0.08;0.17;0.68;0.03;0.59;-0.10;0.53;-4.50;0.36;0.39;0.79;0.59;0.28;0.41;0.51;-0.23;-0.15;-0.01;-0.02;6.61;1.57;4.03;1.01;15.38;10.34;2.11;4.53;-1.59;0.80;-0.84;21.15;2.47;31.23;26.57
3574;PNWPhilomath;0.00;-0.01;0.35;1.24;1.35;-0.07;0.33;0.80;71.00;0.48;0.71;0.79;;0.62;0.74;;0.54;0.78;0.35;0.74;-0.07;0.53;0.22;0.19;9.57;0.52;9.20;-0.16;24.98;11.41;6.88;5.46;1.23;1.17;3.62;38.17;3.20;50.39;42.88
3600;PCHKennesaw;0.55;-0.05;1.13;1.36;2.92;0.02;0.39;0.78;;0.33;0.62;0.72;-0.98;0.40;0.63;0.69;0.42;0.67;0.26;0.66;-0.14;0.30;0.08;-0.12;12.69;0.23;10.24;2.22;20.71;8.83;9.08;3.64;-0.83;0.67;0.89;34.29;2.79;50.38;42.68
3602;MIEscanaba;0.00;0.00;1.51;1.27;2.72;0.07;0.46;0.76;0.20;1.08;0.81;0.48;-0.30;-0.13;0.55;0.99;0.88;0.81;-0.12;0.68;0.05;0.39;0.07;-0.03;7.36;-0.71;8.07;0.00;24.94;10.68;9.40;4.57;0.29;0.93;1.82;34.12;2.94;49.97;45.12
3604;MIStateChampionship;0.00;0.04;2.45;0.50;2.95;0.15;0.25;0.65;;0.57;0.73;0.63;;0.42;0.74;0.81;0.54;0.68;0.50;0.69;0.31;-0.05;0.03;-0.05;11.20;-0.03;10.89;0.34;31.75;9.92;7.40;0.85;13.57;1.08;-0.50;42.46;3.07;59.36;51.08
3618;MIMidland;0.00;0.25;0.42;3.26;3.76;0.07;0.29;0.73;;0.40;0.66;0.69;0.45;0.35;0.70;;0.37;0.70;0.02;0.68;-0.33;0.60;0.17;0.15;10.30;0.61;7.19;2.50;28.67;8.89;17.14;3.03;-0.39;0.58;3.75;42.72;2.50;60.70;50.23
3620;MIEastKentwood;0.00;0.32;0.01;5.44;5.61;0.42;0.55;0.68;;1.31;0.76;0.80;;-0.33;0.81;1.19;1.12;0.78;-0.23;0.75;0.13;0.17;0.16;-0.02;10.68;0.90;6.60;3.19;48.26;12.25;27.22;4.79;4.00;1.22;0.76;59.69;3.11;84.99;81.20
3630;Minnesota10000Lakes;0.15;0.26;1.32;0.50;2.10;-0.01;0.40;0.60;;1.14;1.45;0.49;;-0.39;0.70;-304.50;0.87;0.93;-0.30;0.76;-0.11;0.30;0.14;-0.01;13.26;0.04;9.86;3.36;21.89;9.40;5.17;6.99;0.33;1.42;1.45;36.60;2.87;50.32;44.28
3637;MARMt.Olive;0.00;-0.02;2.27;0.20;2.21;0.13;0.66;0.72;;1.16;0.72;0.67;;-0.02;1.12;;1.16;0.87;-0.10;1.00;0.57;0.92;0.25;0.31;8.39;0.02;8.52;-0.15;24.39;13.94;5.54;4.54;0.37;0.93;6.13;38.91;3.64;54.90;55.48
3641;MIStateChampionship;0.08;-0.02;-0.79;6.22;5.52;0.50;0.36;0.68;;0.69;0.71;0.49;;0.41;0.66;0.65;0.71;0.63;0.44;0.66;-0.10;0.17;-0.03;0.04;9.01;0.49;8.26;0.25;46.01;11.52;29.53;5.80;-0.84;1.10;1.02;56.04;3.13;81.13;75.91
3646;NewYorkCity;0.00;-0.04;-0.26;-0.09;-0.47;-0.02;-0.38;0.39;;-0.65;;-0.40;26.44;-0.51;0.01;-1.14;-0.65;-0.59;-0.49;0.36;0.58;-0.08;0.07;-0.05;0.41;1.08;-0.28;-0.39;-8.33;-4.79;-0.99;-1.47;-1.09;-0.37;-0.68;-8.83;-0.99;-12.74;-16.94
3655;MIStateChampionship;-0.10;0.32;-1.11;3.11;2.15;0.04;0.25;0.66;;0.23;0.72;0.67;;0.17;0.73;0.63;0.30;0.68;0.10;0.69;0.58;0.08;0.07;0.03;11.33;0.09;8.52;2.73;23.55;7.91;13.34;3.26;-0.96;0.59;0.57;35.45;2.43;48.26;41.50
3656;MIStateChampionship;0.08;0.35;-0.18;2.54;2.72;0.02;0.35;0.56;;0.57;0.68;0.69;;0.55;0.61;0.74;0.67;0.68;0.31;0.64;0.48;0.03;0.07;-0.01;13.12;0.15;9.08;3.88;25.73;9.76;12.35;2.72;0.91;0.60;0.06;38.91;2.86;54.56;46.31
3663;PNWDistrictChampionship;0.03;0.11;0.09;3.00;3.15;0.22;0.40;0.69;;0.44;0.67;0.81;;0.01;0.68;;0.55;0.74;0.01;0.66;0.31;0.64;0.09;0.03;10.70;-0.16;9.55;1.31;29.53;8.45;15.18;5.79;0.12;1.17;3.35;43.59;2.65;60.03;57.01
3683;TorontoCentral;0.42;0.00;5.03;-0.05;5.07;0.28;0.78;0.79;2.24;1.46;;0.38;;0.48;0.98;1.40;1.56;0.39;0.49;0.87;-0.07;0.85;0.33;0.13;8.27;-0.14;6.31;2.10;41.52;17.30;9.81;2.60;11.81;1.31;4.90;54.69;4.09;80.74;77.35
3688;MIStateChampionship;-0.01;0.05;0.36;3.13;3.27;0.33;0.26;0.66;;0.64;0.66;0.56;;0.45;0.60;0.68;0.68;0.61;0.45;0.64;0.06;1.22;0.26;0.25;10.36;0.06;9.88;0.42;30.55;10.29;16.35;6.04;-2.13;1.07;7.35;48.26;3.05;66.09;61.72
3735;LoneStar;0.00;0.00;1.17;0.27;0.94;0.09;0.18;0.64;;0.04;;0.59;;-0.31;1.05;133058952184996000.00;0.09;0.46;-0.05;0.79;0.76;-0.04;0.50;0.08;9.72;0.93;8.81;-0.02;11.89;5.27;3.71;1.49;1.43;0.39;0.21;21.82;1.93;29.59;27.65
3770;MIStateChampionship;0.02;-0.18;2.01;0.86;2.67;0.41;0.38;0.68;;0.69;0.62;0.67;;0.04;0.66;1.25;0.75;0.66;0.06;0.70;0.37;0.77;0.03;-0.07;5.41;0.44;6.67;-1.70;31.35;10.93;8.32;2.56;9.53;1.15;3.48;40.23;2.85;55.72;58.20
3786;PNWDistrictChampionship;0.13;-0.09;0.79;0.26;0.86;-0.09;0.27;0.61;;0.47;0.67;0.82;;0.46;0.65;;0.48;0.73;0.43;0.66;0.19;0.29;0.23;0.07;10.83;-0.52;11.60;-0.25;14.40;8.76;2.89;3.22;-0.48;0.61;1.79;27.01;2.91;36.98;29.95
3824;SmokyMountains;0.00;0.66;0.76;4.43;5.91;0.45;0.37;0.75;;0.99;0.42;0.74;0.39;-0.25;0.61;1074275974050400.00;0.89;0.60;0.04;0.71;-0.04;0.00;-0.06;-0.07;14.38;0.39;7.39;6.60;41.72;11.23;23.68;5.99;0.82;1.25;-0.37;55.73;2.98;81.67;74.28
3840;LakeSuperior;-0.02;-0.08;-0.05;-0.26;-0.37;-0.03;0.07;0.67;;1.06;0.25;;;0.09;0.72;;0.73;0.20;0.20;0.66;-0.05;-0.27;-0.04;-0.16;5.45;0.35;5.99;-0.89;10.34;9.26;-1.40;3.18;-0.69;0.59;-2.17;13.63;2.45;18.60;14.09
3847;LoneStar;0.00;0.04;3.79;0.34;3.70;0.28;0.08;0.18;;0.82;;0.81;;-0.30;1.01;259483206370837000.00;0.84;0.50;-0.20;0.88;-0.24;0.12;0.45;0.11;7.28;0.52;6.41;0.35;25.05;7.79;9.26;0.48;7.53;0.60;1.14;33.48;2.20;50.55;42.07
3853;ArizonaWest;0.00;-0.01;2.82;0.08;2.92;0.18;-0.02;0.63;;0.57;-0.15;0.52;;-0.06;0.54;1.02;0.49;0.20;0.04;0.51;0.44;0.17;-0.03;-0.07;5.18;0.62;4.68;-0.12;19.03;6.99;6.05;3.70;2.29;0.89;0.47;24.55;1.87;38.34;28.57
3880;Hawaii;0.00;-0.11;3.45;0.01;3.35;0.06;0.40;0.89;0.63;0.29;0.69;0.92;0.96;0.67;0.93;-1.44;0.57;0.88;0.59;0.81;0.24;1.05;-0.01;-0.02;10.20;-0.11;11.47;-1.16;23.09;12.93;6.94;3.52;-0.30;0.68;5.15;38.43;3.73;58.23;47.80
3925;Ventura;-0.02;0.04;0.42;0.68;0.94;0.05;0.33;0.70;1.21;0.92;0.89;0.58;;-0.08;0.54;1.57;0.91;0.52;-0.06;0.62;0.13;0.10;0.19;-0.08;5.96;0.39;5.22;0.34;18.55;10.82;4.26;3.45;0.02;0.69;0.10;24.61;2.69;34.26;32.41
3926;MinnesotaNorthStar;0.00;-0.06;0.31;-0.31;0.03;-0.11;0.44;0.75;;0.93;-0.06;1.04;;0.71;0.61;;0.91;0.48;0.95;0.66;-0.02;0.69;-0.09;0.02;8.37;0.54;8.41;-0.58;20.35;14.57;-0.95;3.05;3.68;0.86;3.51;32.24;3.76;41.71;38.13
3930;NENorthShore;0.00;-0.01;4.18;-0.16;3.96;0.15;0.42;0.64;;0.59;;0.53;0.60;0.27;0.69;0.35;0.69;0.72;0.19;0.69;0.39;0.49;0.06;-0.09;8.91;-0.38;9.40;-0.11;23.41;9.90;7.58;5.13;0.80;1.08;1.99;34.32;2.92;53.99;46.44
3932;SouthFlorida;-0.03;0.07;1.16;0.38;1.55;0.09;0.33;0.93;;-0.29;0.91;0.69;;0.59;0.57;-0.30;0.05;0.92;0.47;0.56;0.22;0.07;0.04;-0.07;8.55;0.41;7.52;0.62;22.13;10.87;4.22;2.41;4.63;0.79;0.02;30.69;2.93;42.86;39.51
3937;ArkansasRockCity;0.01;0.02;0.84;1.99;3.03;0.11;0.81;0.79;0.13;1.71;0.80;1.93;;1.41;1.12;15.96;0.68;1.06;1.31;0.82;-0.04;-0.04;-0.16;0.09;10.85;0.22;10.40;0.23;44.81;18.14;11.66;1.07;13.94;1.14;0.25;55.92;4.67;77.05;74.96
3961;Bayou;0.00;0.10;0.66;-0.60;0.15;0.03;0.05;0.35;;0.59;0.47;0.37;;-0.25;0.81;3.76;0.42;0.48;-0.13;0.46;-0.14;-0.03;0.00;-0.03;4.21;1.07;2.16;0.98;5.74;6.80;-1.68;0.45;0.16;0.10;-0.28;9.67;1.58;14.09;11.23
3965;LasVegas;0.06;-0.07;0.30;0.28;0.55;0.05;0.33;0.61;;0.85;0.55;0.89;;1.03;0.83;0.67;0.90;0.85;0.96;0.77;-0.03;0.01;0.03;0.12;9.48;0.13;9.73;-0.38;22.48;15.56;2.01;4.61;0.30;0.94;0.66;32.57;4.08;44.50;40.55
3970;OrangeCounty;0.00;0.66;0.01;2.24;2.88;-0.03;0.26;0.26;;0.85;1.11;0.84;;0.26;0.61;;0.92;0.88;0.45;0.61;-0.18;0.18;0.03;-0.01;8.34;-0.21;1.93;6.62;32.69;14.63;11.23;4.50;2.33;1.05;0.85;41.88;3.12;58.69;46.23
3990;Montreal;0.11;-0.07;-0.10;3.65;3.44;0.08;0.63;0.76;;1.19;;0.97;-0.19;-0.18;1.07;-50.00;1.09;0.88;-0.17;0.76;0.38;0.64;0.15;-0.12;10.19;-0.07;10.37;-0.12;41.60;11.42;18.06;1.91;10.21;1.06;2.61;54.39;3.32;73.45;69.09
4001;Montreal;0.01;0.04;0.56;1.27;1.85;-0.02;0.18;0.55;;0.16;;0.82;0.94;0.41;1.26;0.75;0.05;0.89;0.48;0.87;-0.48;0.45;0.01;0.05;8.17;0.34;7.43;0.40;28.89;10.45;7.44;3.05;7.96;1.14;2.47;39.54;2.83;52.42;42.65
4003;MIStateChampionship;0.08;0.13;-0.03;4.08;4.24;0.32;0.36;0.67;;0.74;0.68;0.64;;0.58;0.67;0.98;0.75;0.66;0.41;0.67;-0.13;-0.02;0.02;0.04;10.88;0.27;8.93;1.69;36.80;11.29;20.35;5.02;0.13;1.01;0.07;47.75;3.15;68.89;62.91
4009;LakeSuperior;-0.01;-0.06;0.56;1.24;1.76;0.02;0.65;0.62;;1.56;0.68;;;0.44;1.10;;1.41;1.11;0.05;0.86;-0.23;0.64;-0.02;0.01;8.78;-0.55;9.93;-0.60;28.57;15.30;7.32;6.27;-0.32;1.23;3.24;40.59;4.05;56.21;53.95
4010;WesternCanada;0.00;-0.14;0.25;0.27;0.18;0.03;0.48;0.70;2.99;1.38;0.05;0.68;1.00;1.11;0.83;0.67;1.14;0.54;0.89;0.71;0.32;-0.11;0.19;-0.04;9.24;-0.35;10.95;-1.37;19.12;14.45;1.83;3.11;-0.27;0.60;-0.75;27.60;3.99;38.15;37.77
4013;RocketCity;0.00;0.01;0.15;-0.48;-0.24;-0.06;0.04;0.56;0.18;-0.17;0.22;0.60;;0.41;0.36;;0.11;0.32;0.53;0.40;-0.23;0.07;-0.08;-0.13;0.65;0.73;-0.20;0.12;10.36;9.74;-2.09;2.65;0.06;0.53;-0.26;10.74;1.93;14.82;9.98
4026;GAStateChampionship;0.03;0.06;3.16;-0.10;3.19;0.25;0.39;0.68;;0.42;0.64;0.68;-24.75;0.47;0.76;2.86;0.42;0.76;0.58;0.74;0.25;0.18;-0.03;-0.04;11.80;-0.21;11.28;0.73;22.00;10.24;5.84;4.83;1.08;1.04;0.70;34.51;3.18;52.40;48.73
4028;QueenCity;-0.05;0.03;-0.30;4.24;3.94;0.14;0.27;0.57;;0.12;0.50;0.82;;0.75;0.81;-147436036936333.00;0.23;0.85;0.40;0.77;-0.16;1.56;-0.02;0.07;10.63;-0.01;10.56;0.08;35.80;8.82;20.59;3.43;2.96;0.88;8.18;54.61;2.82;73.98;63.51
4039;Waterloo;0.02;0.48;1.65;2.13;4.31;0.32;0.52;0.65;;0.90;0.71;0.72;;0.36;0.71;0.67;0.98;0.78;0.32;0.68;-0.02;0.27;-0.03;0.19;13.76;0.15;8.69;4.92;30.52;12.66;13.94;6.83;-2.92;1.17;2.29;46.57;3.40;68.55;64.94
4061;PNWCentralWashingtonUniversity;-0.01;-0.06;4.01;0.09;3.97;0.05;0.60;0.71;1.38;0.65;0.85;1.01;;0.15;0.77;;0.88;0.91;0.23;0.63;0.11;0.17;0.06;-0.03;7.42;0.36;7.70;-0.64;31.67;14.96;8.47;3.53;4.72;1.02;0.68;39.76;3.76;61.57;52.98
4063;HubCity;-0.02;0.06;1.90;1.73;3.67;0.14;0.56;0.72;;1.22;0.54;0.51;;0.18;1.02;0.97;1.21;0.76;0.21;0.95;-0.17;0.49;0.01;0.07;9.29;0.53;8.21;0.55;35.32;15.13;12.44;6.25;1.51;1.35;2.78;47.39;3.85;68.46;62.07
4085;QueenCity;-0.01;0.00;-0.13;0.67;0.55;-0.06;0.38;0.79;;1.01;0.46;0.51;;1.08;0.71;298027007930168.00;0.59;0.38;0.76;0.68;0.30;0.34;0.00;-0.03;8.66;0.47;8.18;0.02;20.98;11.93;3.11;-1.42;7.36;0.21;1.52;31.17;3.20;40.88;37.17
4087;Bayou;0.09;0.09;-0.32;0.26;0.08;-0.02;-0.04;0.53;;-0.05;0.10;0.21;;0.30;0.65;-2.36;0.09;0.20;0.46;0.79;0.20;-0.23;0.04;0.00;2.66;0.78;0.57;1.31;9.59;10.03;0.67;-1.05;-0.06;-0.21;-1.17;11.08;2.06;16.47;9.64
4103;INChampionship;0.06;0.12;0.07;3.75;3.95;0.39;0.36;0.68;;0.70;0.50;0.67;;0.85;0.67;;0.70;0.71;0.87;0.70;-0.02;-0.02;0.04;-0.09;11.95;-0.13;10.55;1.53;43.84;12.88;18.87;1.30;10.80;0.98;-0.58;55.21;3.63;76.64;72.07
4121;Buckeye;-0.01;-0.04;-0.10;-0.17;-0.28;0.00;0.30;0.77;;0.39;1.00;0.55;0.58;-0.14;0.65;0.26;0.63;0.78;0.00;0.76;0.08;-0.15;-0.05;0.00;7.11;0.01;7.61;-0.51;14.02;10.87;-1.05;5.10;-0.89;0.96;-0.74;20.40;2.94;26.87;26.35
4122;SBPLILongIsland;0.01;0.02;-0.15;0.66;0.46;0.03;0.40;0.78;0.69;0.55;0.63;0.69;;0.55;0.48;;0.81;0.83;0.53;0.62;0.08;0.60;0.08;-0.11;8.70;0.83;7.68;0.19;19.93;13.99;3.03;4.28;-1.37;0.76;2.43;31.06;3.57;41.42;39.97
4125;Idaho;0.07;-0.02;-0.16;0.60;0.40;-0.05;0.39;0.70;1.19;0.66;1.11;0.62;-7.25;0.72;0.80;0.64;0.63;0.76;0.77;0.78;0.05;0.06;0.08;-0.01;9.60;0.46;9.03;0.11;22.58;13.64;2.67;4.07;2.20;0.96;0.23;32.41;3.63;42.75;38.78
4131;PNWDistrictChampionship;0.07;0.14;-0.36;3.44;3.08;-0.10;0.37;0.68;;0.66;0.67;0.61;;0.73;0.68;;0.66;0.69;0.64;0.68;0.24;0.73;0.21;-0.09;7.43;0.50;5.18;1.76;33.91;14.13;16.49;3.77;-0.47;0.72;3.18;44.52;3.34;62.51;49.36
4135;CentralValley;0.00;0.08;-0.13;1.32;1.25;0.11;0.29;0.84;;-0.03;0.26;0.75;-0.65;0.21;0.47;;0.01;0.60;0.39;0.60;0.12;-0.35;0.02;-0.16;4.93;1.38;2.75;0.80;20.03;10.86;6.33;1.55;1.28;0.40;-2.55;22.41;2.45;32.43;30.80
4146;ArizonaWest;0.00;-0.05;2.07;-0.03;1.58;0.04;0.16;0.80;;-0.20;0.54;0.81;;0.38;0.89;0.79;-0.04;0.65;0.25;0.88;0.39;0.41;0.41;-0.01;6.24;0.65;6.10;-0.51;20.39;9.70;3.99;4.28;2.42;1.02;1.98;28.52;2.55;39.82;32.86
4156;CentralIllinois;-0.02;0.03;0.34;0.19;0.56;-0.04;0.32;0.78;0.21;0.82;0.48;0.95;;0.08;0.97;1.25;0.65;0.66;-0.06;0.86;0.40;-0.36;-0.02;-0.09;8.34;0.40;7.74;0.20;15.71;10.58;1.62;5.03;-1.51;0.90;-2.28;21.77;2.89;30.74;26.98
